#Timestamp,Symbol,LastPrice
# Timestamp - hh:mm:ss.ssssss (Time resolves to microsecond)
# Symbol - (Capital letters and all alpha)
# Last Price - (Double and can have 0 to 4 decimals)
20:38:45.697541,CSCO,42.405
20:38:45.720787,DAL,37.94
20:38:45.743963,DIS,144.18
20:38:45.767197,F,8.82
20:38:45.779010,FB,277.91
20:38:45.790555,FCX,20.98
20:38:45.825693,GE,9.54
20:38:45.871440,GOLD,25.89
20:38:45.894397,IBM,118.1
20:38:45.905711,INTC,46.0229
20:38:45.928572,JPM,116.13
20:38:45.962872,MSFT,216.25
20:38:45.974277,MU,61.59
20:38:46.008523,NIO,45.03
20:38:46.020219,NOK,3.9
20:38:46.032035,NVDA,536.87
20:38:46.055403,PBR,8.815
20:38:46.067151,PFE,37.2267
20:38:46.090624,QQQ,292.1
20:38:46.125963,SPY,360.94
20:38:46.137628,SQ,177.54
20:38:46.149397,T,28.9773
20:38:46.172544,TGT,164.91
20:38:46.194910,TSLA,407.68
20:38:46.228675,UBER,49.395
20:38:46.273388,WFC,24.625
20:38:46.284521,WMT,152.73
20:38:46.330774,YPF,4.685
20:38:46.479570,AIG,38.215
20:38:46.491171,AMD,83.425
20:38:46.514275,AVGO,379.35
20:38:46.584402,C,50.135
20:38:46.599072,CSCO,42.405
20:38:46.606504,CVX,88.525
20:38:46.613883,DAL,37.94
20:38:46.658010,FCX,20.985
20:38:46.698256,GILD,61
20:38:46.721672,GM,41.995
20:38:46.779989,ITUB,5.405
20:38:47.485374,MSFT,216.25
20:38:47.501591,MU,61.5917
20:38:47.524514,NFLX,477.7
20:38:47.536081,NIO,45.035
20:38:47.548042,NOK,3.905
20:38:47.559745,NVDA,536.945
20:38:47.583213,PBR,8.81
20:38:47.594885,PFE,37.22
20:38:47.618148,QQQ,292.11
20:38:47.653183,SPY,360.95
20:38:47.664864,SQ,177.52
20:38:47.676912,T,28.9739
20:38:47.688560,TEVA,9.595
20:38:47.700361,TGT,164.935
20:38:47.747433,UAL,40.875
20:38:47.759254,UBER,49.3963
20:38:47.794404,VZ,60.79
20:38:47.817695,WMT,152.71
20:38:47.875988,AAL,12.765
20:38:47.887637,AAPL,119.96
20:38:47.922084,AMD,83.43
20:38:47.956672,BABA,258.37
20:38:47.979915,BBD,4.6501
20:38:47.991455,BIDU,148.265
20:38:48.002987,BMY,64.36
20:38:48.038386,C,50.1399
20:38:48.061840,CSCO,42.405
20:38:48.073511,CVX,88.52
20:38:48.108496,DIS,144.166
20:38:48.131718,F,8.8106
20:38:48.143536,FB,277.933
20:38:48.155178,FCX,20.98
20:38:48.182153,GE,9.5315
20:38:48.444457,IBM,118.09
20:38:48.455839,INTC,46.02
20:38:48.467375,ITUB,5.41
20:38:48.478892,JPM,116.15
20:38:48.490834,M,7.935
20:38:48.502582,MS,57.65
20:38:48.514294,MSFT,216.24
20:38:48.561730,NIO,45.0222
20:38:48.585392,NVDA,537.02
20:38:48.597198,ORCL,56.92
20:38:48.644087,QQQ,292.1
20:38:48.674892,SPY,360.94
20:38:48.681428,SQ,177.524
20:38:48.714569,TSLA,407.61
20:38:48.721719,TWTR,42.455
20:38:48.736405,UBER,49.3965
20:38:48.758325,VZ,60.785
20:38:48.772817,WMT,152.7
20:38:48.817825,AAL,12.765
20:38:48.841368,ABBV,98.425
20:38:48.864986,AMD,83.42
20:38:48.900151,BABA,258.4
20:38:48.958985,BP,19.72
20:38:48.970969,BYND,126.895
20:38:48.982705,C,50.135
20:38:49.041261,DB,10.785
20:38:49.076232,F,8.82
20:38:49.157842,GLD,177.058
20:38:49.169630,GM,42
20:38:49.216496,INTC,46.025
20:38:49.274867,MSFT,216.25
20:38:49.321770,NIO,45.021
20:38:49.344963,NVDA,536.96
20:38:49.356680,ORCL,56.925
20:38:49.379871,PFE,37.225
20:38:49.391700,QCOM,148.5
20:38:49.404211,QQQ,292.09
20:38:49.454934,SQ,177.59
20:38:49.462725,T,28.979
20:38:49.477950,TGT,164.94
20:38:49.492744,TSLA,407.54
20:38:49.513666,UBER,49.395
20:38:49.543581,WFC,24.625
20:38:49.590633,XOM,37.79
20:38:49.614132,AAL,12.77
20:38:49.626255,AAPL,119.945
20:38:49.638014,ABBV,98.42
20:38:49.661390,AMD,83.41
20:38:49.684933,AVGO,379.3
20:38:49.708351,BAC,27.395
20:38:49.719961,BBD,4.655
20:38:49.743446,BMY,64.355
20:38:49.826604,DIS,144.18
20:38:49.840310,F,8.815
20:38:49.847137,FB,277.92
20:38:49.924545,INTC,46.02
20:38:50.445445,MSFT,216.24
20:38:50.457537,MU,61.58
20:38:50.484761,NFLX,477.72
20:38:50.496362,NIO,45.025
20:38:50.508312,NOK,3.908
20:38:50.520409,NVDA,536.8
20:38:50.556200,PFE,37.225
20:38:50.568126,QCOM,148.55
20:38:50.580159,QQQ,292.08
20:38:50.615960,SPY,360.92
20:38:50.639038,T,28.97
20:38:50.673594,TLRY,7.36
20:38:50.685152,TSLA,407.55
20:38:50.708347,UAL,40.8754
20:38:50.720220,UBER,49.4
20:38:50.778803,WMT,152.71
20:38:50.790442,WYNN,94.74
20:38:50.828630,AAPL,119.94
20:38:50.850644,AMD,83.415
20:38:50.872931,BABA,258.38
20:38:50.895062,BIDU,148.23
20:38:50.974845,DAL,37.9417
20:38:51.021440,F,8.815
20:38:51.102961,GLD,177.05
20:38:51.161386,INTC,46.015
20:38:51.173216,ITUB,5.405
20:38:51.196696,M,7.93
20:38:51.220191,MSFT,216.22
20:38:51.231980,MU,61.59
20:38:51.267004,NIO,45.0278
20:38:51.278682,NOK,3.905
20:38:51.325482,PFE,37.2201
20:38:51.348789,QQQ,292.08
20:38:51.470228,SQ,177.59
20:38:51.482050,T,28.97
20:38:51.494675,TEVA,9.6
20:38:51.554871,UAL,40.87
20:38:51.637179,WYNN,94.63
20:38:51.660602,XOM,37.8
20:38:51.684084,AAL,12.76
20:38:51.695767,AAPL,119.952
20:38:51.742390,AMZN,3122.84
20:38:51.777223,BAC,27.395
20:38:51.800404,BIDU,148.22
20:38:51.870799,CSCO,42.41
20:38:51.882584,CVX,88.53
20:38:51.894314,DAL,37.94
20:38:51.917799,DIS,144.185
20:38:51.941486,F,8.81
20:38:52.023203,GLD,177.06
20:38:52.034833,GM,41.995
20:38:52.116313,M,7.94
20:38:52.140137,MSFT,216.24
20:38:52.151864,MU,61.58
20:38:52.444725,NFLX,477.705
20:38:52.456556,NIO,45.0201
20:38:52.514629,PFE,37.22
20:38:52.537739,QQQ,292.08
20:38:52.572177,SPY,360.93
20:38:52.583568,SQ,177.52
20:38:52.640402,TSLA,407.52
20:38:52.674759,UBER,49.3982
20:38:52.721379,WFC,24.63
20:38:52.733075,WMT,152.695
20:38:52.768291,XOM,37.81
20:38:52.803538,AAPL,119.955
20:38:52.838756,AMD,83.4002
20:38:52.908845,BIDU,148.195
20:38:52.932208,BP,19.725
20:38:52.955293,C,50.135
20:38:52.990616,CVX,88.55
20:38:53.002457,DAL,37.94
20:38:53.014212,DB,10.78
20:38:53.038359,EWZ,32.05
20:38:53.062033,FB,277.925
20:38:53.108537,GE,9.535
20:38:53.468989,GOLD,25.885
20:38:53.517311,ITUB,5.415
20:38:53.576119,MU,61.575
20:38:53.611281,NIO,45.025
20:38:53.635304,NVDA,536.78
20:38:53.693975,QQQ,292.072
20:38:53.752402,T,28.975
20:38:53.797522,TSLA,407.51
20:38:53.805003,TWTR,42.455
20:38:53.819762,UBER,49.395
20:38:53.879080,XOM,37.795
20:38:53.901052,AAPL,119.955
20:38:53.925250,AMD,83.41
20:38:53.960330,BABA,258.4
20:38:53.995359,BIDU,148.135
20:38:54.018632,BP,19.73
20:38:54.030305,BYND,126.885
20:38:54.123065,EWZ,32.055
20:38:54.134944,F,8.81
20:38:54.146661,FB,277.92
20:38:54.158431,FCX,20.975
20:38:54.214209,GOLD,25.89
20:38:54.468140,INTC,46.015
20:38:54.479842,ITUB,5.41
20:38:54.526438,MSFT,216.22
20:38:54.573033,NIO,45.05
20:38:54.584544,NOK,3.9
20:38:54.654495,QQQ,292.07
20:38:54.678170,SNAP,39.125
20:38:54.689837,SPY,360.92
20:38:54.701503,SQ,177.564
20:38:54.783144,UAL,40.862
20:38:54.794922,UBER,49.3935
20:38:54.806607,USO,28.82
20:38:54.852692,WMT,152.71
20:38:54.887576,XOM,37.81
20:38:54.910994,AAL,12.7681
20:38:54.921954,AAPL,119.95
20:38:54.981802,BBD,4.65
20:38:54.989287,BIDU,148.19
20:38:55.033200,CSCO,42.405
20:38:55.077347,F,8.815
20:38:55.090565,FB,277.95
20:38:55.461060,FXI,47.67
20:38:55.490439,GE,9.534
20:38:55.551115,GS,221.49
20:38:55.586477,ITUB,5.41
20:38:55.598093,JPM,116.14
20:38:55.609801,M,7.935
20:38:55.621440,MS,57.645
20:38:55.633130,MSFT,216.23
20:38:55.645038,MU,61.5719
20:38:55.668356,NFLX,477.61
20:38:55.680136,NIO,45.065
20:38:55.738103,PFE,37.225
20:38:55.761562,QQQ,292.075
20:38:55.773306,ROKU,231.86
20:38:55.784983,SNAP,39.13
20:38:55.796395,SPY,360.925
20:38:55.818842,T,28.9732
20:38:55.863719,TSLA,407.599
20:38:55.874922,TWTR,42.46
20:38:55.886142,UAL,40.865
20:38:55.897379,UBER,49.395
20:38:55.920070,VALE,12.01
20:38:55.934731,WFC,24.625
20:38:55.942116,WMT,152.71
20:38:55.964114,XOM,37.8046
20:38:55.986292,AAPL,119.96
20:38:56.008433,AMD,83.4164
20:38:56.069259,BMY,64.355
20:38:56.115836,CRSP,106.62
20:38:56.127447,CSCO,42.4082
20:38:56.456489,DAL,37.9311
20:38:56.526317,FCX,20.97
20:38:56.555438,GE,9.535
20:38:56.577564,GM,41.995
20:38:56.606972,INTC,46.01
20:38:56.614348,ITUB,5.4101
20:38:56.643749,MSFT,216.21
20:38:56.675262,NIO,45.085
20:38:56.757016,QQQ,292.061
20:38:56.792733,SPY,360.91
20:38:56.862773,TSLA,407.555
20:38:56.874742,TWTR,42.455
20:38:56.898035,UBER,49.395
20:38:56.956654,WMT,152.71
20:38:56.980081,X,11.095
20:38:56.991794,XOM,37.805
20:38:57.445913,AAL,12.765
20:38:57.458012,AAPL,119.96
20:38:57.481976,AIG,38.21
20:38:57.501244,AMD,83.42
20:38:57.550579,BAC,27.395
20:38:57.564502,BIDU,148.185
20:38:57.571787,BMY,64.36
20:38:57.579133,BP,19.725
20:38:57.592932,C,50.14
20:38:57.606560,CSCO,42.41
20:38:57.613779,CVX,88.5301
20:38:57.620450,DAL,37.9436
20:38:57.634046,DIS,144.19
20:38:57.648561,F,8.82
20:38:57.655510,FB,277.97
20:38:57.662436,FCX,20.975
20:38:57.683754,GE,9.535
20:38:57.705610,GM,42
20:38:57.720125,GS,221.52
20:38:57.742653,ITUB,5.415
20:38:57.769911,MSFT,216.229
20:38:57.776573,MU,61.585
20:38:57.798500,NIO,45.165
20:38:57.821807,NVDA,536.91
20:38:57.833600,ORCL,56.93
20:38:57.880286,QQQ,292.095
20:38:57.915067,SPY,360.92
20:38:57.931560,T,28.97
20:38:57.975755,UAL,40.87
20:38:58.020126,WMT,152.73
20:38:58.042480,XOM,37.81
20:38:58.056441,AAL,12.765
20:38:58.063341,AAPL,119.965
20:38:58.118182,BBD,4.655
20:38:58.138611,BP,19.73
20:38:58.145457,BYND,126.925
20:38:58.185948,DAL,37.94
20:38:58.208625,DIS,144.2
20:38:58.231400,F,8.8108
20:38:58.503649,GS,221.54
20:38:58.527303,INTC,46.015
20:38:58.548877,JPM,116.13
20:38:58.599798,NIO,45.1547
20:38:58.622065,ORCL,56.92
20:38:58.666300,SNAP,39.1299
20:38:58.687500,SQ,177.58
20:38:58.827974,WFC,24.6234
20:38:58.863003,X,11.1
20:38:58.874680,XOM,37.8073
20:38:58.944779,AMD,83.4277
20:38:58.956415,AMZN,3123.56
20:38:58.968021,AVGO,379.32
20:38:58.979746,BABA,258.42
20:38:59.085383,CSCO,42.405
20:38:59.097078,CVX,88.5455
20:38:59.132427,DIS,144.205
20:38:59.155932,F,8.81
20:38:59.226341,GILD,60.989
20:38:59.273090,GS,221.5
20:38:59.303787,ITUB,5.415
20:38:59.446623,JPM,116.135
20:38:59.482586,MSFT,216.22
20:38:59.529936,NIO,45.17
20:38:59.565261,ORCL,56.925
20:38:59.588509,PFE,37.22
20:38:59.670260,T,28.975
20:38:59.740546,UAL,40.865
20:38:59.775706,VALE,12.005
20:38:59.787385,VZ,60.78
20:38:59.799260,WFC,24.63
20:38:59.810902,WMT,152.723
20:38:59.845899,XOM,37.805
20:38:59.880707,AAPL,119.97
20:38:59.903729,AIG,38.21
20:38:59.915311,AMD,83.425
20:38:59.997365,BMY,64.355
20:39:00.032573,C,50.135
20:39:00.056069,CSCO,42.41
20:39:00.067795,CVX,88.535
20:39:00.079526,DAL,37.945
20:39:00.102861,DIS,144.2
20:39:00.114459,EWZ,32.05
20:39:00.444706,F,8.815
20:39:00.456463,FB,277.975
20:39:00.596496,ITUB,5.415
20:39:00.607997,JPM,116.13
20:39:00.642942,MSFT,216.22
20:39:00.666317,NEM,65.5318
20:39:00.678181,NFLX,477.639
20:39:00.689885,NIO,45.13
20:39:00.771920,QQQ,292.08
20:39:00.807308,SPY,360.91
20:39:00.830661,T,28.97
20:39:00.842457,TEVA,9.595
20:39:00.877395,TSLA,407.5
20:39:00.912212,UBER,49.395
20:39:00.944859,WFC,24.625
20:39:00.952234,WMT,152.72
20:39:00.974384,XOM,37.8
20:39:00.989159,AAL,12.765
20:39:00.996539,AAPL,119.956
20:39:01.011280,AIG,38.22
20:39:01.040732,BABA,258.42
20:39:01.096686,BP,19.725
20:39:01.120146,C,50.13
20:39:01.167104,DAL,37.94
20:39:01.190736,DIS,144.186
20:39:01.202445,EWZ,32.045
20:39:01.214167,F,8.81
20:39:01.225774,FB,277.98
20:39:01.237408,FCX,20.97
20:39:01.319216,GOLD,25.887
20:39:01.342526,IBM,118.11
20:39:01.365836,ITUB,5.415
20:39:01.444694,JPM,116.12
20:39:01.496351,MSFT,216.22
20:39:01.551648,NIO,45.1401
20:39:01.587696,ORCL,56.915
20:39:01.611233,PFE,37.225
20:39:01.623017,QCOM,148.53
20:39:01.634821,QQQ,292.09
20:39:01.658323,SNAP,39.125
20:39:01.670041,SPY,360.94
20:39:01.703726,TEVA,9.605
20:39:01.737447,TSLA,407.48
20:39:01.770960,UBER,49.39
20:39:01.804927,VZ,60.78
20:39:01.862752,XOM,37.805
20:39:01.874461,YPF,4.69
20:39:01.897958,AAPL,119.96
20:39:01.928683,AMD,83.425
20:39:01.950690,BABA,258.43
20:39:01.958045,BAC,27.39
20:39:01.965460,BBD,4.655
20:39:02.016679,CSCO,42.405
20:39:02.023981,CVX,88.5447
20:39:02.444656,DIS,144.18
20:39:02.456466,EWZ,32.05
20:39:02.479802,FB,277.96
20:39:02.491481,FCX,20.97
20:39:02.514787,GDX,37.805
20:39:02.526481,GE,9.5367
20:39:02.570172,GS,221.49
20:39:02.592107,ITUB,5.415
20:39:02.599358,JPM,116.115
20:39:02.606494,M,7.9376
20:39:02.613740,MS,57.64
20:39:02.620987,MSFT,216.2
20:39:02.636020,NEM,65.53
20:39:02.650716,NIO,45.1101
20:39:02.665491,NVDA,536.94
20:39:02.697629,PFE,37.22
20:39:02.721068,QQQ,292.06
20:39:02.744458,SNAP,39.13
20:39:02.756137,SPY,360.88
20:39:02.779495,T,28.97
20:39:02.814617,TSLA,407.545
20:39:02.836327,UBER,49.387
20:39:02.850798,VALE,12.0055
20:39:02.865542,WFC,24.62
20:39:02.872825,WMT,152.74
20:39:02.880238,WYNN,94.68
20:39:02.894962,XOM,37.8
20:39:02.916934,AAPL,119.94
20:39:02.939050,AMD,83.425
20:39:02.960932,BABA,258.445
20:39:02.968272,BAC,27.38
20:39:03.004687,BYND,126.906
20:39:03.012012,C,50.12
20:39:03.026528,CSCO,42.405
20:39:03.082932,F,8.81
20:39:03.094131,FB,277.97
20:39:03.116557,FXI,47.665
20:39:03.173428,GM,41.99
20:39:03.196815,GS,221.5
20:39:03.243415,JPM,116.1
20:39:03.446172,MS,57.63
20:39:03.476941,NFLX,477.58
20:39:03.484445,NIO,45.1333
20:39:03.522573,PFE,37.2274
20:39:03.537471,QQQ,292.065
20:39:03.556825,SNAP,39.13
20:39:03.568611,SPY,360.89
20:39:03.592111,T,28.96
20:39:03.639182,TSLA,407.59
20:39:03.674591,UBER,49.39
20:39:03.709582,VZ,60.785
20:39:03.721172,WFC,24.625
20:39:03.732842,WMT,152.74
20:39:03.799766,AAPL,119.93
20:39:03.807112,ABBV,98.4
20:39:03.814470,AIG,38.21
20:39:03.821890,AMD,83.39
20:39:03.836893,AVGO,379.31
20:39:03.844229,BABA,258.38
20:39:03.859093,BBD,4.65
20:39:03.873793,BMY,64.34
20:39:03.881117,BP,19.72
20:39:03.895881,C,50.11
20:39:03.910614,CSCO,42.39
20:39:03.918098,CVX,88.52
20:39:03.928917,DAL,37.93
20:39:03.952323,DIS,144.16
20:39:03.964068,EWZ,32.045
20:39:03.987396,FB,277.95
20:39:03.999068,FCX,20.97
20:39:04.010771,FXI,47.66
20:39:04.022647,GDX,37.8
20:39:04.444643,GE,9.53
20:39:04.456362,GILD,60.98
20:39:04.479769,GM,41.995
20:39:04.491464,GOLD,25.88
20:39:04.503100,GS,221.445
20:39:04.514897,IBM,118.09
20:39:04.526591,INTC,46.01
20:39:04.549649,JPM,116.09
20:39:04.560766,M,7.935
20:39:04.571884,MS,57.62
20:39:04.583030,MSFT,216.13
20:39:04.594090,MU,61.56
20:39:04.605238,NEM,65.52
20:39:04.616242,NFLX,477.43
20:39:04.627510,NIO,45.1297
20:39:04.638746,NOK,3.905
20:39:04.650139,NVDA,536.74
20:39:04.661435,ORCL,56.91
20:39:04.684983,PFE,37.215
20:39:04.696705,QCOM,148.49
20:39:04.708504,QQQ,292
20:39:04.731836,SNAP,39.13
20:39:04.743634,SPY,360.83
20:39:04.755323,SQ,177.52
20:39:04.790297,TGT,164.88
20:39:04.802138,TLRY,7.35
20:39:04.813873,TSLA,407.43
20:39:04.825555,TWTR,42.45
20:39:04.837158,UAL,40.86
20:39:04.871925,VALE,12.005
20:39:04.883562,VZ,60.78
20:39:04.895039,WFC,24.625
20:39:04.906485,WMT,152.725
20:39:04.930017,X,11.095
20:39:04.941779,XOM,37.8
20:39:04.965230,AAL,12.76
20:39:04.976924,AAPL,119.915
20:39:04.988654,ABBV,98.395
20:39:05.000329,AIG,38.22
20:39:05.012010,AMD,83.3938
20:39:05.047213,BABA,258.42
20:39:05.070649,BBD,4.65
20:39:05.082300,BIDU,148.16
20:39:05.093934,BMY,64.35
20:39:05.117293,BYND,126.86
20:39:05.128895,C,50.12
20:39:05.152053,CSCO,42.395
20:39:05.163714,CVX,88.55
20:39:05.198476,DIS,144.16
20:39:05.210213,EWZ,32.04
20:39:05.221943,F,8.81
20:39:05.233685,FB,277.95
20:39:05.456266,GDX,37.81
20:39:05.514053,GM,41.99
20:39:05.562562,INTC,46.005
20:39:05.586581,JPM,116.1
20:39:05.621503,MSFT,216.15
20:39:05.633200,MU,61.57
20:39:05.644795,NEM,65.54
20:39:05.656521,NFLX,477.46
20:39:05.668153,NIO,45.13
20:39:05.727254,PFE,37.21
20:39:05.738999,QCOM,148.51
20:39:05.750778,QQQ,292.01
20:39:05.786048,SPY,360.85
20:39:05.808788,T,28.965
20:39:05.842723,TLRY,7.35
20:39:05.854051,TSLA,407.39
20:39:05.921796,VZ,60.775
20:39:05.944938,WMT,152.737
20:39:05.979735,XOM,37.81
20:39:06.003452,AAL,12.765
20:39:06.015252,AAPL,119.91
20:39:06.050764,AMD,83.3834
20:39:06.086003,BABA,258.4
20:39:06.109461,BBD,4.65
20:39:06.132882,BMY,64.34
20:39:06.191281,CVX,88.54
20:39:06.227468,F,8.805
20:39:06.234624,FB,277.928
20:39:06.456173,GDX,37.81
20:39:06.467835,GE,9.53
20:39:06.503495,GM,41.985
20:39:06.538831,IBM,118.08
20:39:06.550765,INTC,46.01
20:39:06.609630,MSFT,216.13
20:39:06.621309,MU,61.585
20:39:06.657180,NIO,45.13
20:39:06.680784,NVDA,536.75
20:39:06.692539,ORCL,56.92
20:39:06.704300,PBR,8.805
20:39:06.716050,PFE,37.22
20:39:06.727726,QCOM,148.5
20:39:06.739319,QQQ,291.97
20:39:06.762748,SNAP,39.125
20:39:06.774254,SPY,360.83
20:39:06.797915,T,28.96
20:39:06.821714,TGT,164.91
20:39:06.845302,TSLA,407.35
20:39:06.857039,TWTR,42.445
20:39:06.868863,UAL,40.87
20:39:06.903980,VALE,12
20:39:06.939542,WMT,152.73
20:39:06.962908,X,11.1
20:39:06.974543,XOM,37.815
20:39:07.009479,AAPL,119.925
20:39:07.021263,ABBV,98.4
20:39:07.044668,AMD,83.385
20:39:07.079774,BABA,258.41
20:39:07.103380,BBD,4.6501
20:39:07.127043,BMY,64.34
20:39:07.186243,CSCO,42.4
20:39:07.198032,CVX,88.55
20:39:07.209859,DAL,37.94
20:39:07.233349,DIS,144.18
20:39:07.268517,FB,277.948
20:39:07.300571,GDX,37.805
20:39:07.307734,GE,9.5301
20:39:07.336746,GOLD,25.89
20:39:07.444798,GS,221.44
20:39:07.456642,IBM,118.07
20:39:07.468556,INTC,46.005
20:39:07.480378,ITUB,5.4101
20:39:07.492550,JPM,116.12
20:39:07.516708,MS,57.62
20:39:07.528520,MSFT,216.17
20:39:07.540283,MU,61.6
20:39:07.557598,NFLX,477.4
20:39:07.564487,NIO,45.1999
20:39:07.578915,NVDA,536.83
20:39:07.600177,PFE,37.22
20:39:07.614752,QQQ,292.02
20:39:07.636356,SPY,360.865
20:39:07.672815,TLRY,7.355
20:39:07.680275,TSLA,407.2
20:39:07.687689,TWTR,42.45
20:39:07.695140,UAL,40.875
20:39:07.732687,WFC,24.63
20:39:07.740134,WMT,152.73
20:39:07.754977,X,11.1
20:39:07.762484,XOM,37.8158
20:39:07.777391,AAL,12.765
20:39:07.784821,AAPL,119.925
20:39:07.835386,AVGO,379.275
20:39:07.846712,BABA,258.42
20:39:07.869405,BBD,4.6501
20:39:07.892014,BMY,64.33
20:39:07.926555,C,50.13
20:39:08.020584,F,8.805
20:39:08.043860,FCX,20.97
20:39:08.090262,GILD,60.975
20:39:08.102233,GLD,177.069
20:39:08.125760,GOLD,25.8877
20:39:08.491604,JPM,116.13
20:39:08.504488,M,7.935
20:39:08.532991,MSFT,216.19
20:39:08.546071,MU,61.595
20:39:08.581438,NIO,45.2392
20:39:08.593135,NOK,3.905
20:39:08.616507,ORCL,56.915
